date,VTSMX,VBLTX,IEMG,VIX,VTI,MUB,VBR,SPTR,BND,VEA,VTV
19990820,22.6421284604,4.3930205301,13.0873434894,22.95,45.9575184806,51.8768980281,30.0504670916,1830.816,40.0934180933,23.6849933789,36.8782618175
19990823,23.0269368979,4.3930205301,13.2969505924,22.55,46.7385775982,51.8768980281,30.1118920754,1863.176,40.0934180933,24.0105766715,37.3828151508
19990824,23.0731139104,4.4103329262,13.2707497045,22.4,46.8323046923,51.8768980281,30.0049671036,1867.68,40.1759148383,24.2170441253,37.3828151508
19990825,23.3347836478,4.4492858176,13.4410554756,20.96,47.3634248923,52.0274112719,29.8775671371,1892.866,40.4234050735,24.0947518642,37.4439731306
19990826,23.0654177416,4.4449577186,13.3362519242,21.21,46.81668351,52.0274112719,29.6978421844,1865.79,40.3409083284,23.9740478143,36.8323933327
19990827,22.8345326791,4.4016767281,13.2183479288,21.83,46.3480480394,52.1277534344,29.5590672209,1847.119,40.1346664658,23.9851652925,36.5266034337
19990830,22.4420280729,4.3583957377,13.2183479288,24.63,45.5513677395,52.1277534344,29.3747922694,1814.112,39.9284246032,24.0677522741,35.6703917165
19990831,22.4035472292,4.3783049933,13.1135443773,24.45,45.4732618277,52.3234206514,29.2018923149,1809.186,40.0604193953,24.0677522741,35.6245232317
19990901,22.5805591104,4.3696006096,13.2445488166,22.93,45.8325490218,52.2730127317,29.4908172389,1824.199,40.0604193953,23.7548746709,35.838576161
19990902,22.3804587229,4.3434874586,13.2183479288,24.53,45.4263982806,52.1217889725,29.304267288,1807.831,39.9774785684,24.1344571438,35.4104703024
19990903,23.0192407291,4.3957137607,13.1921470409,20.98,46.7229564159,52.2226048119,29.7683671658,1860.15,40.2263010491,24.0518701623,36.4501559589
19990907,22.9422790416,4.3696006096,13.2314483727,23.44,46.5667445924,52.2226048119,29.8024921569,1851.01,40.1433602222,24.386982722,36.2055240398
19990908,22.8191403416,4.3739528015,13.1266448212,23.82,46.3168056747,52.2226048119,29.5954672113,1842.557,40.1848306356,24.2233969701,36.1137870701
19990909,22.9037981979,4.3565440341,13.2576492606,23.01,46.4886386806,52.2226048119,29.695567185,1847.371,40.1433602222,24.2043384359,36.1902345448
19990910,22.9961522229,4.387009377,13.362452812,22.03,46.6760928688,52.2730127317,29.8229671515,1852.854,40.2677714625,24.4933928713,36.2513925246
19990913,22.8576211854,4.3739528015,13.4803568074,22.89,46.3949115865,52.2226048119,29.7228671778,1842.964,40.2263010491,24.3838062996,36.1137870701
19990914,22.7421786541,4.3521918422,13.5327585832,23.77,46.1605938512,52.1217889725,29.5454172245,1832.228,40.1433602222,24.3822180884,35.7774181812
19990915,22.4574204104,4.3565440341,13.4410554756,24.56,45.5826101042,52.1217889725,29.5977422107,1807.172,40.2263010491,24.3171014299,35.3493123226
19990916,22.4266357354,4.3739528015,13.3362519242,25.25,45.5201253747,52.1217889725,29.2041673143,1807.977,40.309241876,23.9835770814,35.1658383832
19990917,22.7113939791,4.3913615688,13.375553256,23.3,46.0981091218,52.1721968922,29.292892291,1831.231,40.3507122895,23.9835770814,35.532786262
19990920,22.7036978104,4.3783049933,13.4279550317,24.03,46.0824879394,52.1217889725,29.1086173395,1831.415,40.2677714625,24.0963400754,35.3493123226
19990921,22.2573200229,4.3739528015,13.2445488166,25.65,45.176459363,52.0209731331,28.8151424167,1793.091,40.2263010491,24.0963400754,34.6459955549
19990922,22.3265855417,4.3783049933,13.165946153,25.19,45.3170500042,52.0209731331,28.703667446,1797.149,40.2677714625,24.1948091688,34.6001270701
19990923,21.8186384042,4.4087703362,12.9956403819,27.84,44.2860519689,52.0209731331,28.2372925688,1755.878,40.4336531164,23.920048634,34.0955737368
19990924,21.764765223,4.4435878709,12.8515354986,27.79,44.1767036924,52.1217889725,28.0666676137,1751.696,40.5995347702,23.9692831807,33.9579682822
19990927,21.8573812452,4.413122528,12.8384350547,26.4,44.3646896656,52.0713810528,28.4534175119,1759.855,40.4336531164,23.5849360743,33.9733269291
19990928,21.8110732341,4.3913615688,13.0218412698,26.06,44.270696679,52.0713810528,28.3032675514,1758.769,40.3507122895,23.7056401243,33.8811750477
19990929,21.6489951952,4.3565440341,13.0349417137,26.49,43.941721226,51.9705652134,28.4397675155,1739.918,40.1848306356,23.6357588322,33.8350991071
19990930,21.8573812452,4.4148634048,13.0480421576,25.41,44.3646896656,52.2578903557,28.6376924634,1759.589,40.5663584394,23.6913462236,34.2190652794
19991001,21.8342272396,4.3711085643,13.0480421576,24.93,44.3176931723,52.1059778838,28.4920925017,1759.765,40.3578982213,23.9661067583,34.0194028698
19991004,22.181537323,4.3929859845,13.165946153,24.46,45.0226405717,52.1059778838,28.6217674676,1789.713,40.4412823086,23.9661067583,34.5262382173
19991005,22.1583833174,4.3579821121,13.2576492606,24.79,44.9756440784,52.0047029025,28.5444174879,1785.324,40.2745141341,24.0550465846,34.2651412201
19991006,22.5597194137,4.3623575962,13.362452812,22.06,45.7902499621,52.0047029025,28.6900174496,1818.609,40.2745141341,24.0550465846,34.9255630365
19991007,22.4516673878,4.3579821121,13.4803568074,23.58,45.5709329934,52.0047029025,28.5284924921,1807.997,40.2745141341,24.2869254174,34.6798246862
19991008,22.7063614489,4.3579821121,13.5327585832,20.49,46.0878944196,52.0047029025,28.4124675227,1833.217,40.3162061777,24.5156278278,35.0177149179
19991011,22.7603874619,4.3579821121,13.572059915,20.63,46.1975529039,52.0047029025,28.4625175095,1832.106,40.3162061777,24.4330408463,34.9869976241
19991012,22.3744873693,4.34485566,13.5065576953,22.84,45.4142780157,51.8527904305,28.1667675873,1801.687,40.2745141341,24.5283335173,34.4648036297
19991013,21.9268432619,4.3229782398,13.2707497045,25.96,44.5056791455,51.7515154492,27.9074176556,1764.098,40.1494380032,24.5219806726,33.8197404602
19991014,21.9114072582,4.3098517876,13.179046597,26.05,44.4743481499,51.5996029772,27.8914926598,1761.181,40.066053916,24.2345144484,33.8043818133
19991015,21.3402751211,4.3361046919,12.9301381622,28.75,43.3151013155,51.5489654866,27.7800176891,1711.766,40.1911300469,24.2329262372,32.8521457059
19991018,21.3634291267,4.3186027557,12.7336315032,28.19,43.3620978088,51.4983279959,27.4615177729,1721.001,40.1494380032,24.0423408952,33.0978840562
19991019,21.5177891637,4.3054763036,12.8384350547,26.56,43.675407764,51.3970530146,27.5138427592,1730.868,40.066053916,23.6627584223,33.2821878189
19991020,21.9577152693,4.3054763036,13.0742430455,23.9,44.5683411365,51.2957780333,27.4615177729,1769.55,40.066053916,23.9406953794,33.8197404602
19991021,21.8805352508,4.2967253355,13.0742430455,24.02,44.4116861589,51.2451405426,27.4114677861,1761.584,40.0243618724,23.9343425347,33.696871285
19991022,22.1738193211,4.3011008195,13.2576492606,21.64,45.0069750739,51.2451405426,27.7549926957,1786.357,40.0243618724,24.023282361,34.4494449828
19991025,22.0734852971,4.3011008195,13.2576492606,23.6,44.803323603,51.1438655613,27.5502427496,1775.353,40.0243618724,24.2265733924,34.1729893387
19991026,21.9036892563,4.2923498514,13.2314483727,24.26,44.4586826522,51.04259058,27.5092927604,1759.268,39.9826698288,24.2265733924,33.8350991071
19991027,22.1120753063,4.3186027557,13.1397452652,24.2,44.8816510918,51.04259058,27.4979177634,1779.716,40.066053916,24.309160374,34.4494449828
19991028,22.8298494786,4.3492311441,13.2969505924,21.34,46.3385423838,51.0932280707,27.85281767,1842.8,40.2328220905,24.3313953305,35.7702886157
19991029,23.223467573,4.4262396633,13.5458590271,22.2,47.1374827697,51.5439017375,27.9233426514,1870.937,40.699772979,24.34410102,36.154254788
19991101,23.1385695527,4.4086403008,13.6506625786,22.09,46.9651622943,51.5439017375,28.1303675969,1858.861,40.6159423446,24.8364464869,35.8470818502
19991102,23.0613895341,4.4306395039,13.6506625786,23.1,46.8085073167,51.5947841677,28.2509425652,1850.127,40.6578576618,24.8078586856,35.7549299688
19991103,23.2157495712,4.4350393445,13.8471692376,23.16,47.1218172719,51.6965490279,28.4989174999,1860.277,40.699772979,24.8475639652,35.7088540281
19991104,23.3701096082,4.4570385476,14.0305754526,23,47.4351272272,51.7983138882,28.5375924897,1870.882,40.8255189305,24.8682107106,35.9238750846
19991105,23.539905649,4.4790377507,14.1746803359,21.66,47.779768178,52.0018436088,28.578542479,1881.326,40.951264882,25.0937366986,36.1235374942
19991108,23.6865476842,4.4702380695,14.2008812238,21.87,48.0774126355,52.052726039,28.5717174808,1890.808,40.9093495649,24.9571505368,36.2924826101
19991109,23.5013156397,4.4702380695,14.2794838874,22.7,47.7014406892,52.052726039,28.6513424598,1875.142,40.8674342477,24.8825046112,36.016026966
19991110,23.640239673,4.4570385476,14.344986107,22.26,47.9834196489,52.0018436088,28.6627174568,1886.581,40.8255189305,25.0429139407,36.0774615536
19991111,23.7251376934,4.4570385476,14.4104883267,22.07,48.1557401243,52.0018436088,28.6058424718,1897.57,40.8255189305,25.3081452084,36.1388961411
19991112,23.9952677582,4.4922372726,14.4235887706,21.65,48.704032546,52.1036084691,28.7605424311,1917.798,40.951264882,25.4399667366,36.7686006638
19991115,24.0029857601,4.487837432,14.541492766,22.74,48.7196980438,52.1036084691,28.8287924131,1915.47,40.9093495649,25.3367330097,36.876111192
19991116,24.4351938638,4.4790377507,14.55459321,20.73,49.5969659185,52.1544908993,29.0631173514,1950.831,40.8674342477,25.4685545379,37.5979675961
19991117,24.2962698305,4.4482388664,14.5021914342,20.96,49.3149869588,52.052726039,29.1700423233,1938.221,40.7836036133,25.4923777056,37.2907946582
19991118,24.5741178971,4.4350393445,14.5283923221,19.76,49.8789448783,52.0018436088,29.3429422778,1957.874,40.699772979,25.8290784765,37.5826089492
19991119,24.527809886,4.4394391852,14.7248989811,19.11,49.7849518917,52.0018436088,29.2542173012,1953.838,40.7416882962,25.8290784765,37.321511952
19991122,24.5355278879,4.4262396633,14.6855976493,19.98,49.8006173895,51.9000787485,29.060842352,1952.407,40.6578576618,25.8100199423,36.9221871327
19991123,24.2268078138,4.4262396633,14.6593967614,21,49.1739974789,51.9000787485,28.8492674077,1930.101,40.6578576618,25.7846085634,36.4153517852
19991124,24.4429118657,4.4174399821,14.541492766,20.26,49.6126314163,51.9000787485,28.7605424311,1947.211,40.6578576618,25.8830776568,36.4921450197
19991126,24.4892198768,4.4086403008,14.6855976493,22.33,49.7066244029,51.9000787485,28.8492674077,1946.719,40.6159423446,25.9418414706,36.3692758445
19991129,24.3348598397,4.3690417352,14.7248989811,23.57,49.3933144476,51.7474314581,28.680917452,1934.945,40.4482810759,26.1340150238,36.0006683191
19991130,24.0261397656,4.4064403805,14.6462963175,24.18,48.7666945371,51.9916671228,28.5466924874,1908.97,40.7081560424,26.0943097442,35.9392337315
19991201,24.165063799,4.3975921067,14.7773007568,22.23,49.0486734968,51.9916671228,28.555792485,1921.492,40.6660150941,25.6734337806,36.0313856129
19991202,24.4351938638,4.3887438328,14.9738074158,21.77,49.5969659185,51.9405445396,28.715042443,1937.069,40.6238741458,25.7909614081,36.1081788474
19991203,24.8288119583,4.4197127913,15.0917114112,19.32,50.3959063045,51.9405445396,28.8447174089,1970.421,40.7502969907,23.9406953794,36.8453938983
19991206,24.7130419305,4.4285610652,15.2096154066,20.58,50.160923838,51.9405445396,28.7696424287,1956.718,40.792437939,26.1419560797,36.5228623135
19991207,24.5972719027,4.4462576129,15.1965149627,21.09,49.9259413716,51.9405445396,28.5535174856,1937.34,40.8767198356,26.4500690493,36.1235374942
19991208,24.5586818934,4.4329852021,15.340619846,21.25,49.8476138828,51.9405445396,28.6188573425,1930.243,40.8345788873,26.5961844782,35.9238750846
19991209,24.6435799138,4.4418334759,15.5109256171,21.19,50.0199343581,51.8894219564,28.3248279862,1936.092,40.8345788873,26.4977153848,36.0621029067
19991210,24.7747859453,4.4683782975,15.72053272,21.48,50.2862478201,51.9405445396,28.3901678432,1948.374,40.9610017321,26.4977153848,36.2310480225
19991213,24.7593499416,4.4551058867,15.9039389351,21.72,50.2549168246,51.9405445396,28.3901678432,1946.229,40.9188607838,26.49136254,35.9853096722
19991214,24.4660658712,4.4020162436,15.72053272,23.06,49.6596279096,51.78717679,28.03079863,1929.683,40.6660150941,26.49136254,35.6934953812
19991215,24.5895539009,4.3887438328,15.6157291686,22.03,49.9102758738,51.7360542067,28.1288084154,1943.707,40.6238741458,26.2960125645,35.8163645564
19991216,24.7284779342,4.3577748743,15.6550305004,21.91,50.1922548335,51.5826864571,28.2594881293,1951.311,40.497451301,26.421481248,35.7702886157
19991217,24.7825039472,4.3577748743,15.9039389351,21.35,50.3019133179,51.5315638739,28.1941482723,1954.442,40.497451301,26.5215385525,35.8010059095
19991220,24.7747859453,4.3356541897,16.0480438184,23.78,50.2862478201,51.4293187075,28.2594881293,1950.443,40.3710284561,26.5215385525,35.6320607936
19991221,25.1259550296,4.3268059158,16.0873451502,22.66,50.9990279684,51.3270735411,28.5208475571,1971.557,40.3288875079,26.6104783788,35.9807020781
19991222,25.2037684549,4.3268059158,16.113546038,22.43,51.1569685938,51.3270735411,28.6188573425,1975.502,40.3288875079,26.9503555721,35.9807020781
19991223,25.5461475262,4.3223817789,16.126646482,21.12,51.851907346,51.3270735411,27.2140504182,2006.074,40.3288875079,26.9503555721,36.713672469
19991227,25.4916781285,4.3356541897,16.394530975,23.07,51.7413489081,51.3270735411,27.0493164568,2004.368,40.3710284561,27.4903473744,36.3879078509
19991228,25.5383661837,4.3268059158,16.4079251997,22.97,51.8361132834,51.3270735411,27.1152100413,2005.141,40.3288875079,27.4284071383,36.7462489309
19991229,25.7017743768,4.3400783266,16.5552616709,23.09,52.1677885969,51.3270735411,27.4776247563,2013.384,40.3710284561,26.6485954472,37.0068606254
19991230,25.7095557193,4.3445024635,16.7293865913,23.91,52.1835826595,51.3270735411,27.3787843795,2014.808,40.4131694044,27.9525168288,37.0883017799
19991231,25.8496198849,4.3475993594,16.742780816,23.4,52.4678757853,51.5775741988,27.8400394714,2021.401,40.5143076803,27.9525168288,37.2837605509
20000103,25.6550863216,4.3030998777,16.9570884104,24.21,52.0730242216,51.4234579412,27.2469972104,2002.113,40.3447917486,27.9525168288,36.4693490054
20000104,24.6435117927,4.3342495149,16.6758096927,27.01,50.0197960904,51.4234579412,26.5551145727,1925.407,40.4295497144,28.1764546057,35.3617493036
20000105,24.6590744778,4.2941999814,16.3007714025,26.41,50.0513842155,51.3207137695,26.7527953263,1929.278,40.2600337827,27.5618168777,35.7038021527
20000106,24.5812610525,4.3253496185,16.0596753587,25.73,49.89344359,51.3207137695,26.8516357031,1931.507,40.3871707315,26.7565938077,36.2576020036
20000107,25.2660191951,4.3431494112,16.394530975,21.72,51.2833210942,51.3720858554,27.312890795,1983.832,40.4719286974,26.3754231237,36.9254194709
20000110,25.6939930343,4.3297995667,16.8499346132,21.71,52.1519945344,51.3720858554,27.5105715486,2006.07,40.3871707315,26.6787714597,36.9742841636
20000111,25.2971445652,4.2897500332,16.6758096927,22.5,51.3464973444,51.2693416837,27.2799440027,1979.924,40.1752758169,26.9281206155,36.5670783909
20000112,25.1259550296,4.2808501369,16.6490212434,22.84,50.9990279684,51.2179695978,27.1811036259,1971.359,40.1328968339,27.1377644917,36.7951136236
20000113,25.5150221561,4.3164497222,16.9169057365,21.71,51.7887310958,51.2179695978,27.6423587177,1995.35,40.3024127657,26.9789433734,37.3489134745
20000114,25.8184945147,4.2986499295,17.1981844542,19.66,52.4046995351,51.2179695978,27.7741458868,2016.643,40.2176547998,27.1028238457,37.6421016309
20000118,25.7562437745,4.2808501369,17.3723093747,21.5,52.2783470348,51.166597512,27.7741458868,2002.885,40.090517851,27.5697579336,37.1371664727
20000119,25.8574012274,4.2941999814,17.0106653091,21.72,52.4836698479,51.1152254261,27.8070926791,2004.02,40.1752758169,26.6485954472,37.1208782418
20000120,25.7951504872,4.285300085,16.9972710844,21.75,52.3573173475,51.0638533402,27.7082523023,1989.807,40.090517851,26.8232986774,36.6159430836
20000121,25.8340571998,4.2941999814,16.7695692653,20.82,52.4362876602,50.9097370827,27.67530551,1984.012,40.1328968339,26.8280633109,36.5182136981
20000124,25.1570803997,4.3208996704,16.7293865913,24.07,51.0622042185,50.9097370827,27.2799440027,1929.201,40.2600337827,26.7264177952,35.817819769
20000125,25.2893632227,4.3253496185,16.5150789969,23.02,51.3307032819,50.9097370827,27.1811036259,1940.902,40.2600337827,26.6994182051,35.8503962309
20000126,25.1882057698,4.3475993594,16.5552616709,23.03,51.1253804687,50.9097370827,27.1481568336,1932.783,40.3024127657,26.3531881671,36.0295667709
20000127,25.0792669744,4.3698491002,16.5686558955,23.54,50.9042635931,50.8583649968,27.0822632491,1925.307,40.3447917486,26.5803023663,35.9807020781
20000128,24.3711648042,4.4009987374,16.2739829531,26.14,49.4670039012,50.806992911,26.719848534,1872.612,40.3447917486,26.7407116958,35.0685611472
20000131,24.7680132732,4.3952138048,15.9257331122,24.95,50.2725010911,50.9611091685,26.4233274036,1919.841,40.4422634093,26.6025373229,36.0947196945
20000201,25.0792669744,4.4175926938,16.1400407066,23.45,50.9042635931,50.9611091685,26.719848534,1940.244,40.5274947337,26.1514853468,36.1435843872
20000202,25.1259550296,4.435495805,16.2605887285,23.12,50.9990279684,51.012741498,26.9175292877,1940.211,40.5274947337,26.2197784277,36.0784314636
20000203,25.483896786,4.4713020274,16.6356270188,22.01,51.7255548456,51.1676384863,27.1481568336,1962.208,40.6979573824,26.5151857078,36.176160849
20000204,25.4916781285,4.4623504718,16.8231461639,21.54,51.7413489081,51.1676384863,27.1811036259,1961.443,40.6127260581,27.0948827898,35.8992609236
20000207,25.5694915538,4.4265442494,17.050847983,22.79,51.8992895336,51.1160061569,27.1152100413,1961.3,40.4422634093,26.9201795596,35.8829726927
20000208,25.8885265975,4.4713020274,17.1312133309,21.25,52.5468460981,51.1676384863,27.1152100413,1985.491,40.5701103959,27.3092912995,36.0458550018
20000209,25.4138647032,4.4310200272,17.1580017802,22.9,51.5834082826,51.1676384863,27.0163696645,1944.572,40.4848790715,27.4824063185,35.2314434563
20000210,25.5694915538,4.390738027,17.2651555775,23.07,51.8992895336,51.1676384863,26.9175292877,1951.647,40.3996477471,27.4824063185,35.0848493781
20000211,25.1103923445,4.413116916,17.2249729035,24.42,50.9674398433,51.2192708158,26.6539549495,1910.919,40.4422634093,27.3474083679,34.6287789127
20000214,25.1804244273,4.4444473606,17.0374537584,24.38,51.1095864062,51.2192708158,26.8186889109,1914.879,40.5701103959,27.3124677219,34.6287789127
20000215,25.3438326204,4.4310200272,16.9704826351,22.92,51.4412617197,51.2192708158,26.95047608,1931.579,40.5274947337,27.018648653,35.0848493781
20000216,25.1959871123,4.4175926938,16.9704826351,23.51,51.1411745313,51.2192708158,26.95047608,1912.12,40.4848790715,26.5803023663,34.8893906072
20000217,25.3127072503,4.435495805,16.9436941858,23.17,51.3780854695,51.2192708158,27.1811036259,1912.957,40.4422634093,26.7724759195,34.6776436054
20000218,24.6435117927,4.4713020274,16.78296349,26,50.0197960904,51.2709031452,26.719848534,1854.851,40.5701103959,27.0567657214,33.68406152
20000222,24.6824185054,4.5071082499,16.3677425257,25.86,50.0987664031,51.3225354747,26.719848534,1863.262,40.825804369,26.5278913973,33.8958085218
20000223,24.9625468364,4.4757778053,16.5954443448,23.89,50.6673526548,51.3225354747,26.7857421186,1875.162,40.6553417202,26.7232413728,33.5863321345
20000224,24.9547654939,4.4847293609,16.7695692653,24.38,50.6515585923,51.4774324631,26.6869017418,1865.204,40.7831887068,26.975766951,33.0976852072
20000225,24.6979811904,4.4713020274,16.7293865913,25.2,50.1303545282,51.4774324631,26.6539549495,1837.697,40.7831887068,26.9455909385,32.6579029727
20000228,24.9080774387,4.4444473606,16.4079251997,24.68,50.556794217,51.4774324631,26.8845824954,1858.168,40.6553417202,26.9455909385,33.2442792854
20000229,25.3983020181,4.4954712276,16.4882905476,23.37,51.5518201575,51.7201044115,27.6423587177,1883.499,40.9195588258,26.7502409629,33.8306555981
20000301,25.7328997469,4.4864712852,16.702598142,21.64,52.2309648471,51.7201044115,27.67530551,1901.507,40.9624065313,26.8296515221,34.205284909
20000302,25.7251184044,4.4954712276,16.8097519393,21.06,52.2151707846,51.7719801431,27.7411990945,1905.087,40.9624065313,27.3315262561,34.2378613709
20000303,26.3087190941,4.5134711124,16.9169057365,19.21,53.3997254757,51.8238558747,27.9388798482,1942.887,41.0481019425,27.6523449151,34.6776436054
20000306,26.0986228458,4.4999711988,16.9838768597,21.5,52.9732857869,51.8238558747,27.8400394714,1918.443,40.9624065313,27.6841091388,34.2867260636
20000307,25.5461475262,4.4954712276,17.0106653091,24.31,51.851907346,51.8238558747,27.5105715486,1869.326,41.0052542369,27.7111087289,33.7329262127
20000308,25.7095557193,4.4864712852,17.1312133309,23.82,52.1835826595,51.8238558747,27.5105715486,1884.809,40.9624065313,27.6491684928,33.7492144436
20000309,26.3398444643,4.4864712852,17.2919440268,22.21,53.4629017259,51.9276073379,27.9059330559,1933.108,41.0052542369,27.3775843804,34.2867260636
20000310,26.2386870114,4.4639714292,17.2919440268,21.24,53.2575789128,51.9276073379,27.6094119254,1923.978,40.8767111202,27.6062867908,34.1727084472
20000313,25.8729639125,4.4639714292,16.8633288379,22.85,52.515257973,52.0313588011,27.312890795,1908.419,40.8767111202,27.6809327165,34.026114369
20000314,25.2893632227,4.4864712852,16.702598142,24.41,51.3307032819,52.0313588011,27.1811036259,1874.687,40.9624065313,27.0551775102,33.5700439036
20000315,25.5383661837,4.50447117,16.6088385695,22.34,51.8361132834,52.1351102643,27.3458375872,1920.28,41.0052542369,27.0281779201,34.6287789127
20000316,26.658879508,4.5179710836,16.702598142,20.77,54.1104582904,52.1351102643,28.5319221091,2012.029,41.0909496481,26.6660657702,36.534501929
20000317,26.7989436735,4.5404709396,16.8633288379,22.37,54.3947514162,52.1869859959,28.4989753168,2020.312,41.1766450592,27.1869990384,36.2413137727
20000320,26.3631884919,4.5449709108,16.6892039174,22.96,53.5102839135,52.2388617275,28.1695073941,2009.528,41.1766450592,27.3505847903,36.0947196945
20000321,26.9156638115,4.549470882,16.7561750406,21.7,54.6316623545,52.3426131907,28.40013494,2060.903,41.1766450592,27.5379937099,36.8439783163
20000322,27.2502615403,4.5404709396,16.7293865913,21.49,55.310807044,52.446364654,28.7296028627,2070.272,41.1766450592,27.5824636231,36.8602665472
20000323,27.6548913518,4.5629707956,16.9169057365,22.26,56.1320982965,52.6019918488,28.8613900318,2107.125,41.2194927648,27.3855254363,37.4466428599
20000324,27.686016722,4.526971026,17.0776364323,23.31,56.1952745467,52.6019918488,28.0706670173,2107.277,41.0481019425,27.4395246166,37.4466428599
20000327,27.5922981886,4.526971026,17.211683814,24.53,56.0050507683,52.5501161172,27.9388798482,2102.31,41.0052542369,27.8858119591,37.2136415266
20000328,27.2252339331,4.5224710548,16.9972080033,24.86,55.2600076361,52.5501161172,27.6094119254,2080.08,41.0052542369,27.9588696736,36.9806401932
20000329,26.9909375997,4.5224710548,16.7559227162,24.1,54.78444819,52.5501161172,27.6423587177,2081.44,41.0052542369,28.1367493261,37.1803556218
20000330,26.5457745664,4.5629707956,16.3403758328,24.42,53.8808852424,52.6019918488,27.5764651332,2053.05,41.1766450592,28.0684562452,37.0971408599
20000331,26.842549922,4.6070705133,16.3403758328,23.67,54.4832605408,52.9132462384,27.8729862636,2067.75,41.4937180805,27.5379937099,37.3467851457
20000403,26.5145350553,4.6115961229,16.0990905457,24.03,53.8174773163,52.9132462384,27.8729862636,2077.971,41.5368060536,27.113941324,38.1955757171
20000404,26.2021399442,4.6342241706,15.9918526403,27.12,53.1833980548,53.0175087926,27.312890795,2062.527,41.752245919,27.4887591633,37.7462160028
20000405,26.1943300664,4.6161217324,15.8175910441,28.41,53.1675460733,53.0696400697,27.5764651332,2052.516,41.6660699728,27.4442892501,37.5132146695
20000406,26.5770140775,4.6251729515,16.1393047602,27.15,53.9442931686,53.0696400697,27.9718266405,2072.154,41.6229819997,27.1869990384,37.9625743838
20000407,26.9440783331,4.6613778278,16.3671853091,24.39,54.6893363008,53.0696400697,28.2024541864,2092.873,41.7091579459,27.3426437344,37.7129300981
20000410,26.4520560331,4.6568522183,16.3001616183,25.99,53.690661464,53.1217713467,27.67530551,2076.462,41.752245919,27.5602286665,37.8627166695
20000411,26.2411893331,4.6161217324,16.0052573785,27.25,53.2626579625,53.0696400697,27.6423587177,2071.216,41.6229819997,27.6126396356,38.0790750505
20000412,25.5148706998,4.5844424656,15.9516384258,27.85,51.7884236796,52.9653775155,27.5435183409,2025.23,41.4937180805,27.2425864298,37.9625743838
20000413,25.0462780331,4.6025449038,15.6299247096,29.4,50.8373047874,52.9653775155,27.4117311718,1988.432,41.5798940266,27.2600567528,37.5132146695
20000414,23.4296333331,4.6070705133,15.1875683499,33.49,47.5559446094,52.9653775155,26.2256466499,1872.55,41.6229819997,27.0583539325,35.532703336
20000417,24.1325223331,4.5437119797,14.3698793214,28.95,48.9826229476,52.8611149613,26.1268062731,1934.501,41.4506301074,26.5961844782,35.7823476217
20000418,25.0384681553,4.5527631988,14.7318072521,26.12,50.8214528059,52.7568524072,26.8186889109,1990.038,41.4075421343,25.8386077436,36.5812093361
20000419,24.8354113331,4.5934936847,14.7184025139,27.02,50.4093012859,52.7568524072,26.9175292877,1970.577,41.5368060536,26.1371914461,36.4979945742
20000420,24.8900804775,4.5934936847,14.7720214666,25.85,50.5202651567,52.7568524072,26.9175292877,1980.358,41.5368060536,26.2976007757,36.9473542885
20000424,24.6557841442,4.5753912465,14.7049977757,27.37,50.0447057106,52.7568524072,26.6539549495,1973.912,41.4937180805,26.378599546,37.1969985742
20000425,25.5617299664,4.5482375893,14.9730925392,25.24,51.8835355688,52.652589853,27.4776247563,2039.596,41.3213661881,26.5421852979,38.1789327648
20000426,25.2649546109,4.5437119797,15.0133067537,26.97,51.2811602704,52.6004585759,27.4117311718,2017.042,41.2782782151,26.4945389624,37.7795019076
20000427,25.4445817998,4.512032713,15.04011623,26.19,51.6457558458,52.4440647447,27.6423587177,2022.68,41.0628383496,26.5358324532,37.5298576219
20000428,25.4445817998,4.5459747845,15.1205446591,26.2,51.6457558458,52.6421635976,28.0706670173,2005.549,41.291204607,26.1070154336,37.0971408599
20000501,25.7960262998,4.5368737339,15.1205446591,25.88,52.3590950149,52.6421635976,28.3012945632,2027.395,41.291204607,26.3515999559,37.5298576219
20000502,25.2883842442,4.509570582,15.2009730881,28.5,51.328716215,52.4850228107,27.9059330559,1997.093,41.2045494032,26.4373633598,37.0971408599
20000503,24.7651224331,4.4595148036,14.9328783246,31.63,50.2666334521,52.3278820239,27.4117311718,1954.228,40.9879113937,26.7915344537,36.2649932408
20000504,24.7807421887,4.4231106011,14.8390451574,30.77,50.2983374152,52.1183609747,27.6423587177,1946.65,40.8146009861,26.2038963158,36.2150643837
20000505,25.1634261998,4.4049084999,14.8122356811,27.53,51.0750845105,51.9088399256,28.1365606018,1978.519,40.6846181804,26.2134255829,36.5146375265
20000508,24.9369397442,4.3776053481,14.570950394,28.2,50.6153770459,51.9088399256,27.8729862636,1967.012,40.5979629766,26.2436015954,36.7642818123
20000509,24.663594022,4.3958074493,14.4905219649,28.93,50.0605576921,51.804079401,27.8070926791,1950.496,40.6412905785,26.0768394212,36.5812093361
20000510,24.0466136776,4.4140095505,14.3296651069,29.87,48.8082511507,51.804079401,27.1811036259,1910.792,40.7279457823,25.781432141,36.0819207646
20000511,24.523016222,4.4185600758,14.3028556305,27.76,49.7752220245,51.804079401,27.8729862636,1945.377,40.7712733842,25.573376476,36.7642818123
20000512,24.733882922,4.3867063987,14.4503077504,26.05,50.203225526,51.7516991387,27.9388798482,1963.592,40.5979629766,25.5304947741,37.0804979075
